Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEA.SG01NAC16P20A01,2019.03,973,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2020.03,984,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A02,2007.03,1278,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2008.03,2098,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2009.03,2034,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2010.03,2043,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2011.03,2401,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2012.03,2563,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2013.03,2724,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2014.03,3186,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2015.03,3256,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2016.03,2899,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2017.03,2835,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2018.03,3195,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2019.03,3543,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A02,2020.03,3789,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Feed and Grazing,,,
SNEA.SG01NAC16P20A03,2007.03,594,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2008.03,716,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2009.03,678,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2010.03,696,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2011.03,794,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2012.03,814,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2013.03,924,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2014.03,953,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2015.03,1011,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2016.03,919,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2017.03,976,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2018.03,1056,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2019.03,1101,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A03,2020.03,1178,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Animal Health and Breeding,,,
SNEA.SG01NAC16P20A04,2007.03,336,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2008.03,348,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2009.03,365,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2010.03,365,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2011.03,367,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2012.03,398,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2013.03,386,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2014.03,419,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2015.03,432,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2016.03,480,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2017.03,461,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2018.03,509,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2019.03,528,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A04,2020.03,554,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Weed and Pest Control,,,
SNEA.SG01NAC16P20A05,2007.03,1455,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2008.03,1859,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2009.03,1946,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2010.03,1950,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2011.03,2049,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2012.03,2248,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2013.03,2233,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2014.03,2287,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2015.03,2303,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2016.03,2254,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2017.03,2223,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2018.03,2331,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2019.03,2468,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A05,2020.03,2512,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,"Fertiliser, Lime and Seeds",,,
SNEA.SG01NAC16P20A06,2007.03,630,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2008.03,705,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2009.03,782,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2010.03,743,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2011.03,762,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2012.03,845,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2013.03,891,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2014.03,915,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2015.03,898,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2016.03,860,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2017.03,878,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2018.03,931,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2019.03,1024,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A06,2020.03,1051,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Fuel and Power,,,
SNEA.SG01NAC16P20A07,2007.03,1128,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2008.03,1353,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2009.03,1289,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2010.03,1258,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2011.03,1398,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2012.03,1627,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2013.03,1573,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2014.03,1836,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2015.03,1797,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2016.03,1669,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2017.03,1791,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2018.03,2018,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2019.03,2025,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A07,2020.03,2160,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Repairs and Maintenance,,,
SNEA.SG01NAC16P20A08,2007.03,237,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2008.03,279,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2009.03,290,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2010.03,284,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2011.03,294,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2012.03,305,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2013.03,319,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2014.03,335,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2015.03,339,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2016.03,362,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2017.03,356,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2018.03,366,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2019.03,380,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A08,2020.03,448,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Freight,,,
SNEA.SG01NAC16P20A09,2007.03,2261,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2008.03,2486,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2009.03,2553,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2010.03,2846,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2011.03,2566,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2012.03,2720,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2013.03,2796,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2014.03,2838,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2015.03,3167,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2016.03,3348,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2017.03,3376,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2018.03,3419,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2019.03,3730,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A09,2020.03,3889,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Other input N.E.C.,,,
SNEA.SG01NAC16P20A10,2007.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2008.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2009.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2010.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2011.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2012.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2013.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2014.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2015.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2016.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2017.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2018.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2019.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A10,2020.03,0,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Capitalised Development,,,
SNEA.SG01NAC16P20A99,2007.03,8634,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2008.03,10540,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
SNEA.SG01NAC16P20A99,2009.03,10643,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Total,,,
